text,stars,label,text_type,app,date,source
تطبيق رائع وخدمه رائعه,5,positive,pure_arabic,Talabat,2026-02-18 21:33:20,google_play
تجربه رائعه جدا انصح وبشدة,5,positive,pure_arabic,Talabat,2026-02-18 20:09:41,google_play
تطبيق سي جدن التعامل مع كود سنتر,1,negative,pure_arabic,Talabat,2026-02-18 19:12:46,google_play
افضل تتبيق توصيل بالعلم,5,positive,pure_arabic,Talabat,2026-02-18 19:09:42,google_play
شكرا جزيلا تطبيق ذكي,5,positive,pure_arabic,Talabat,2026-02-18 16:25:45,google_play
عدي مشكله انو بالبصره هاذه لموضوع مال بقاله ما موجود فقط المطاعم بس من اغير لموقع إلى أربيل تنفتح لخانه مال بقاله ارجوو حل للمشكله,3,neutral,pure_arabic,Talabat,2026-02-18 13:50:32,google_play
تطبيق صاير جشع إلى أبعد الحدود رفع الاسعار مو معقول بهالطريقة دبل ع الطلب ودبل توصيل واذا طلبك اقل من مبلغ معين يتضاعف مبلغ التوصيل بشكل خيالي ..جاري حذف التطبيق ✌🏻,1,negative,pure_arabic,Talabat,2026-02-18 12:12:33,google_play
ماشاء الله جميل,5,positive,pure_arabic,Talabat,2026-02-18 03:52:11,google_play
غير ملتزمين بمواعيد خالص و غير منظمين,1,negative,pure_arabic,Talabat,2026-02-18 02:29:14,google_play
رقي,5,positive,pure_arabic,Talabat,2026-02-18 02:12:37,google_play
اله تطلب ب مليار اله يقبلون تطلب,1,negative,pure_arabic,Talabat,2026-02-18 01:19:51,google_play
اى مطعم موجود ع الابلكيسن أسعاره أغلا من المنيو اللى موجود ف نفس المطعم بمعنى أن الصنف اللى موجود ف منيو المطعم نفسه كمان مكان ارخص من المنيو اللى موجود ف الابلكيشن + بيضيفو فلوس خدمه غير الدليفرى طبعا يعنى كل شغل سرقه ف سرقه يبقا انا أطلب من المطعم مباشر وبلاش التطبيق,1,negative,pure_arabic,Talabat,2026-02-18 00:34:24,google_play
رائع جدا فيه الكثير من المطاعم,5,positive,pure_arabic,Talabat,2026-02-18 00:28:46,google_play
ممتعه,5,positive,pure_arabic,Talabat,2026-02-17 22:37:50,google_play
افضل تطبيق توصيل,5,positive,pure_arabic,Talabat,2026-02-17 20:50:03,google_play
حدف طلبات. من جد صار أسوأ خدمات الغاء طلبات ومافي التزام بالوقت محدد. واسوا طلبات توصل من بقالات. وحرق اعصاب 👎🤔👎,1,negative,pure_arabic,Talabat,2026-02-17 19:26:21,google_play
اعلانات كتير,1,negative,pure_arabic,Talabat,2026-02-17 18:55:13,google_play
جميل ورائع,5,positive,pure_arabic,Talabat,2026-02-17 18:49:24,google_play
لأن تنطون قسايم ومتخلونه نستخدمه لأن السعر يكون قليل,1,negative,pure_arabic,Talabat,2026-02-17 17:36:50,google_play
تطبيق فاشل لا انصح به.,1,negative,pure_arabic,Talabat,2026-02-17 17:32:52,google_play
ولله تطبيق فاشل بعد التجربة تطبيق جاهز وكييتا افضل,1,negative,pure_arabic,Talabat,2026-02-17 17:32:48,google_play
تطبيق سهل الاستخدام و بسيط و اهتمام فائق من خدمة العملاء يستحقوا التحيه عليه اغلب المندوبين متميزين شركة رائعة,5,positive,pure_arabic,Talabat,2026-02-17 17:32:28,google_play
افضل متجر,5,positive,pure_arabic,Talabat,2026-02-17 17:23:14,google_play
تطبيق ممتاز يسهل على الجميع,5,positive,pure_arabic,Talabat,2026-02-17 16:08:23,google_play
جيد جدا ❤️,5,positive,pure_arabic,Talabat,2026-02-17 13:12:16,google_play
افضل تطبيق وخدمة رائعة,5,positive,pure_arabic,Talabat,2026-02-17 12:47:49,google_play
الاكل طازخ ولذيذ,5,positive,pure_arabic,Talabat,2026-02-17 04:54:12,google_play
"خدمة عملاء بقيت عندهم تستفزك, لما غلط يكون من مطعم او عندهم عايزين يشيلوك معاهم خساره !!! ايه الاستفزاز ده",1,negative,pure_arabic,Talabat,2026-02-17 03:21:47,google_play
برنامج سيء جدا جدا ولا يوجد لديه فريق دعم تقدر تستفسر منهم,1,negative,pure_arabic,Talabat,2026-02-17 00:42:17,google_play
كلو ما شاءالله كتاب مية مية لو في 10 على 10,5,positive,pure_arabic,Talabat,2026-02-17 00:32:38,google_play
راقي وسهل.,5,positive,pure_arabic,Talabat,2026-02-17 00:29:25,google_play
بصراحه كل حاجه كويسه معرفش قول ايه,5,positive,pure_arabic,Talabat,2026-02-16 23:24:50,google_play
نصابيين يتم سحب المبلغ وإفشال الطلب ولمايوصل المندوب يحكلك طلبك كاش انت مادفعت انت طلبت طلبين الطلب الاول مانجح والثاني يكون معاه ولازم كاش فضطريت الغيه لانو ماكان معي كاش فقط فالمحفظه وقتها في حال التواصل مع الدعم بحكيلك الطلب الاول مانجح يسترد المبلغ بعد 7ايام وبعد انتهاء المده يتم التواصل مع الدعم حتى مايكلف حالو يرن يتواصلوا محادثه وانهاء المحادثه متى ماارراد والى الان لم استرد المبلغ,1,negative,pure_arabic,Talabat,2026-02-16 21:46:11,google_play
ممتاز أنصحكم به,5,positive,pure_arabic,Talabat,2026-02-16 21:36:47,google_play
ممتاز وفي الوقت,5,positive,pure_arabic,Talabat,2026-02-16 21:34:47,google_play
تعرضت للسرقة اخذو النقود ولم يوصلو طلبي ورفض اي احد مساعدتي,1,negative,pure_arabic,Talabat,2026-02-16 20:51:28,google_play
fake discount they do give you a voucher and do let you use it,1,negative,pure_english,Talabat,2026-02-16 20:16:44,google_play
جيد جدا فوق الممتاز,5,positive,pure_arabic,Talabat,2026-02-16 19:40:19,google_play
التطبيق كان يشتغل وتوقف من عنده ومهما اسجل دخول ميشتغل شنو السبب,1,negative,pure_arabic,Talabat,2026-02-16 19:34:23,google_play
تطبيق يعطيك خصم ماستر كارد 20% وبس تفعله يرفض بطاقتك عشان تسحب الخصم من الدفع,1,negative,pure_arabic,Talabat,2026-02-16 19:27:11,google_play
اكثر من رائع,5,positive,pure_arabic,Talabat,2026-02-16 19:22:07,google_play
سهلا,5,positive,pure_arabic,Talabat,2026-02-16 18:29:59,google_play
الالتزام رائع,5,positive,pure_arabic,Talabat,2026-02-16 16:17:45,google_play
.يفتقد للمهنية والاحترافية والموظفة ماتعطيك أجوبة كويسة اخر تعامل معاكم!!!,1,negative,pure_arabic,Talabat,2026-02-16 16:04:41,google_play
خدمه زفت اللي طلبت ما اجاني,1,negative,pure_arabic,Talabat,2026-02-16 15:47:15,google_play
تجربه مفيده وحلو,5,positive,pure_arabic,Talabat,2026-02-16 15:43:54,google_play
خدمه ممتازه جدا,5,positive,pure_arabic,Talabat,2026-02-16 15:23:29,google_play
اوقات تبالغوا ف بعض... المطاعم الجديدة,3,neutral,pure_arabic,Talabat,2026-02-16 13:52:24,google_play
طلبت اليوم أوردر من طلبات مارت وكانت تكلفة المنتجات غير صحيحة والخصم سيئ,1,negative,pure_arabic,Talabat,2026-02-16 12:46:38,google_play
اسطوره,5,positive,pure_arabic,Talabat,2026-02-16 11:11:09,google_play
تطبيق فااااااشل جدا,1,negative,pure_arabic,Talabat,2026-02-16 05:01:07,google_play
تطبيق جميل ومميز,5,positive,pure_arabic,Talabat,2026-02-16 04:23:10,google_play
افشل تطبيق لا يوجد دعم وغالبا اذا طلبت و حدث خلل بالطلب لا يرجعون الفلوس و لا يعوضون يعني مو امان و لا ثقه اصلا ما يستحق نجمه,1,negative,pure_arabic,Talabat,2026-02-16 03:51:06,google_play
موقع جميل,5,positive,pure_arabic,Talabat,2026-02-16 02:27:49,google_play
تطبيق وشركه ممتازه وصادقه,5,positive,pure_arabic,Talabat,2026-02-16 01:49:23,google_play
الصراحه احل برنامج في العالم,5,positive,pure_arabic,Talabat,2026-02-16 00:51:54,google_play
تطبيق مريح شكرآ لك,5,positive,pure_arabic,Talabat,2026-02-16 00:17:18,google_play
جيدة جدا ولاكن في بعض الاحيان يحدث اخطاء,5,positive,pure_arabic,Talabat,2026-02-15 23:58:06,google_play
تطبيق جميل جداً,5,positive,pure_arabic,Talabat,2026-02-15 23:42:14,google_play
انهو جيد جدا,5,positive,pure_arabic,Talabat,2026-02-15 23:35:57,google_play
طا طا طلبات,5,positive,pure_arabic,Talabat,2026-02-15 23:16:26,google_play
أسطورية,5,positive,pure_arabic,Talabat,2026-02-15 22:58:25,google_play
ففاتتت,5,positive,pure_arabic,Talabat,2026-02-15 21:50:56,google_play
تطبسق سهل علية هواية اشياء,5,positive,pure_arabic,Talabat,2026-02-15 21:11:17,google_play
😍,5,positive,other,Talabat,2026-02-15 20:21:43,google_play
خوش ناس ولد اصول الطلب يوصل عل سريع وعدهم خبز العباس,5,positive,pure_arabic,Talabat,2026-02-15 19:51:41,google_play
The most delicious African dishes restaurant in the whole UAE. They serve the best meal and Talabat riders are always fast in delivering plus they are very neat in handling your food🥰,5,positive,pure_english,Talabat,2026-03-14 15:19:45,google_play
nice app,5,positive,pure_english,Talabat,2026-03-14 14:36:04,google_play
not dwolod ezi,1,negative,pure_english,Talabat,2026-03-14 12:59:17,google_play
GA,4,positive,other,Talabat,2026-03-14 12:17:58,google_play
💋💋💋💋,5,positive,other,Talabat,2026-03-14 10:57:38,google_play
"Best food delivery app, on time delivery and amazing offers.",5,positive,pure_english,Talabat,2026-03-14 03:29:58,google_play
so fast and so good,5,positive,pure_english,Talabat,2026-03-14 03:20:13,google_play
good app awful drivers I hate seeing then on the road acting like they own it,1,negative,pure_english,Talabat,2026-03-14 03:04:51,google_play
"Worst delivery app ever , they always late and have a delivery issues , u cant reach out to the driver and customer service keeps telling us wrong delivery time. Dont waste your time with this app.",1,negative,pure_english,Talabat,2026-03-14 01:42:47,google_play
they are scamers,1,negative,pure_english,Talabat,2026-03-14 01:09:43,google_play
اخر مرة طلبت الطلب جه ناقص و مفطرتش وعملت شكوى ولا حاجة حصلت والفلوش راحت,1,negative,pure_arabic,Talabat,2026-03-14 00:59:14,google_play
fast. reliable. great,5,positive,pure_english,Talabat,2026-03-14 00:33:36,google_play
best food delivery option,5,positive,pure_english,Talabat,2026-03-14 00:22:27,google_play
well everything is good .. but please give us something once in a while,5,positive,pure_english,Talabat,2026-03-13 23:50:08,google_play
I'm always amazed with the talabat service😍. it feels like home in Pakistan I was using food Panda and here I blindly trust on Talabat. such a nice platform for restaurants as well as food lovers ❤️❤️❤️,5,positive,pure_english,Talabat,2026-03-13 23:36:05,google_play
بجد من احسن المتاجر الاونلاين و الطلب بيوصل بسرعه جدا بجد تحفه و ياخد خمسين نجمه مش خامسه بس,5,positive,pure_arabic,Talabat,2026-03-13 23:02:06,google_play
the best delivery application.,5,positive,pure_english,Talabat,2026-03-13 22:28:06,google_play
I didn't subscribe however charged me 29 aed,1,negative,pure_english,Talabat,2026-03-13 21:19:37,google_play
جيد وعروض مثيرة,5,positive,pure_arabic,Talabat,2026-03-13 20:51:18,google_play
excelent,5,positive,pure_english,Talabat,2026-03-13 20:29:27,google_play
شركة سيئه و عايشين علي دم الدليفريه الغلابه و ال بيجراله حاجه او يموت كل ال يهمكم الاوردر ال معاه حسبي الله ونعم الوكيل.. يعني ايه دليفري يعمل حادثه تنقلوه مستشفي خاص متعاقدين معاه انتم يبيعه هو وأهله هدومهم..,1,negative,pure_arabic,Talabat,2026-03-13 19:46:10,google_play
"My last experience was disastrous, the order didn't arrive and the customer service agent blamed me for the mistake even though I contacted the driver several times and he didn't respond to me. Worst customer Service! طلبات لا توصل الطلبات",1,negative,code_switched,Talabat,2026-03-13 19:02:46,google_play
"High useless prices ,I don't recommend it do not order from it",1,negative,pure_english,Talabat,2026-03-13 18:56:48,google_play
very nice,5,positive,pure_english,Talabat,2026-03-13 18:52:41,google_play
تجربة سيئة جدا. مافيش أي إحترام للناس.,1,negative,pure_arabic,Talabat,2026-03-13 18:29:40,google_play
"Very worst app, you can't use any vouchers, every time shows errors. Customer care is very rude takes hours to provide solution and no resolution after waiting for hours.",1,negative,pure_english,Talabat,2026-03-13 16:41:15,google_play
very bad customer service they set my complain about an order to solved without really solving my problem.,1,negative,pure_english,Talabat,2026-03-13 16:33:25,google_play
Good Service ❤️ 👍,5,positive,pure_english,Talabat,2026-03-13 11:59:44,google_play
اسوء خدمه جابوا طلب غلط وخدوا الفلوس وبقالنا اكتر من اسبوع بنحاول نسترد تمن الاوردر الغلط ومحدش بيعمل حاجه,1,negative,pure_arabic,Talabat,2026-03-13 07:56:24,google_play
"Very bad experience. I ordered food and waited for more than 4 hours, but the order never arrived. In the end, the order was cancelled. This is the second time this has happened to me. The service is very disappointing and needs serious improvement.",1,negative,pure_english,Talabat,2026-03-13 06:55:07,google_play
طلبت سحور من ساعتين و لحد الساعة ٤:١٠ ببقولوا هيوصل اسوء خدمة عملاء و لمدة ساعة كاملة بيتقال نفس الكلام ... اخر مرة اتعامل معاكم,1,negative,pure_arabic,Talabat,2026-03-13 06:10:21,google_play
I have deleted my account regarding their worst customer service and the unaccurate timing.,1,negative,pure_english,Talabat,2026-03-13 05:58:18,google_play
"Their refund policy is absolute S H I T E, and customer service is extremely unhelpful.",1,negative,pure_english,Talabat,2026-03-13 03:03:58,google_play
a refund in talabat credit takes 24h why? I'm not getting the money back into my bank account in order for me to wait that long >> my incident is crystal clear I orders xyz and I recive dwx totally 2 different thing 🤭🤣 I guess it is really and very hard to differentiate between middle Eastern sweets kunafa & qataef >> you have the app get the pictures and compare the pictures I provided with my order in the receipt,1,negative,pure_english,Talabat,2026-03-13 02:35:27,google_play
very good but sometimes the order come wrong or rotten but that happens rarely,4,positive,pure_english,Talabat,2026-03-13 01:48:25,google_play
♥️♥️♥️♥️♥️♥️,5,positive,other,Talabat,2026-03-13 01:42:24,google_play
no support or agents to talk to,1,negative,pure_english,Talabat,2026-03-13 01:12:11,google_play
"I would like to bring to everyone's notice that this App is repeatedly trying to deceive its customers through misleading attractive offers. I have experienced twice the amounts debited from my credit card were higher than those shown on the App. Customer support when approached refused to refund the excess amounts without providing any valid reason and are quite rude. Please avoid using this App unless you wish to be trapped through deceptive offers, unauthorised charges or fake advertising.",1,negative,pure_english,Talabat,2026-03-13 00:59:39,google_play
Verygood,5,positive,pure_english,Talabat,2026-03-13 00:20:17,google_play
AWESOME OFFERS!,5,positive,pure_english,Talabat,2026-03-12 23:42:36,google_play
Best so far,4,positive,pure_english,Talabat,2026-03-12 22:55:42,google_play
Superb...,5,positive,pure_english,Talabat,2026-03-12 22:50:56,google_play
Deleted my account with Talabat. Ordered items for QAR 109 and never got the order placed but the money went of my account. Spoke to three so-called customer service operators but never got my money back. Pathetic service.,1,negative,pure_english,Talabat,2026-03-12 22:04:44,google_play
"worst delivery app ever! the customer service sucks! the prices are horrid, they keep cancelling my orders and they don't even deliver anything because there are barely any drivers! breadfast is way better than this app, the promo codes and vouchers don't even work, and the app just sucks, I do not recommend this app and do not download this garbage.",1,negative,pure_english,Talabat,2026-03-12 22:03:24,google_play
excellent service & offers,5,positive,pure_english,Talabat,2026-03-12 21:40:45,google_play
worst customer service.,1,negative,pure_english,Talabat,2026-03-12 21:03:29,google_play
Good service and offers,4,positive,pure_english,Talabat,2026-03-12 20:21:18,google_play
"للاسف اشوف هواي دراجات من طلبات بمنطقتنه بس التطبيق يكول موقعك غير متوفر وهم بالاعلانات يكولون ""نوصل لاي مكان"" بس ما توصلون بابو غريب ببغداد هواي مرات ردت اطلب بس ما كدرت ياليت لو تتوفر باقرب وقت",1,negative,pure_arabic,Talabat,2026-03-12 20:17:29,google_play
طلبت مرة من المطعم وبعد كدا الاوردر اتلغي ومتبلغتش بمكالمة حتي عشان اخد بالي لا بعتلي رساله نصيه فقط وقالي المشكله في المطعم وطلبت النهارده الاوردر بقالي اكتر من ساعه ونص ولسه موصلش بالاضافه طبعا لاختلاف الاسعار,1,negative,pure_arabic,Talabat,2026-03-12 19:39:22,google_play
شركة زبالة جدا ونصابين وحرامية بقتطعوا الاشتراك وهو مش مسجل فيه,1,negative,pure_arabic,Talabat,2026-03-12 19:36:22,google_play
Best option for online food delivery,4,positive,pure_english,Talabat,2026-03-12 19:11:51,google_play
gooo,3,neutral,pure_english,Talabat,2026-03-12 17:53:25,google_play
"why should I pay aed 2 for your employee, and it's not optional i must pay?",1,negative,pure_english,Talabat,2026-03-12 17:28:24,google_play
delivery in time,5,positive,pure_english,Talabat,2026-03-12 17:02:37,google_play
The customer service provided is rather unsatisfactory.,1,negative,pure_english,Talabat,2026-03-12 16:56:40,google_play
"promo code for first time doesn't work, it's there but the app keep asking you to remove it and continue... customer service is so bad that they was repeating the same word of ""you have used it and there is nothing we could do"" if you are looking for an application use any other alternative like elmenues or instashop ... they have a noticeably better customer value Edit: I have contact your support mail, and got the exact same behavior",1,negative,pure_english,Talabat,2026-03-12 16:40:56,google_play
"They never refunded me. They owe me money. They won't let me upload bad orders. They INSIST that it's the restaurants fault, which I understand, but... That's not my fault either. The 3rd party is meant to facilitate things not me. it keeps getting worse, and they have a monopoly on the restaurants. now getting to an agent is as hard as putting down the sun. this sucks.",1,negative,pure_english,Talabat,2026-03-12 16:16:59,google_play
Talabat always playing tricks once order is 2 KD by the time u checkout it reaches 4 KD 😂 also the tracking system fake for 20 min keeps showing 5 min arriving and it's been more than 1 hour stuck on the 5 minutes,1,negative,pure_english,Talabat,2026-03-12 15:08:18,google_play
good delivery,5,positive,pure_english,Talabat,2026-03-12 13:15:34,google_play
worst support,1,negative,pure_english,Talabat,2026-03-12 03:28:08,google_play
من أروع مايكون في الخدمه السريعه,5,positive,pure_arabic,Talabat,2026-03-12 02:42:31,google_play
👍 👍 👍 👍,5,positive,other,Talabat,2026-03-12 01:31:30,google_play
"I orded and order at night and I received wrong items, when I tried to return it the next day morning through the app it didn't allow me so I reached the customer service through messenger at the begging they said how did this happen and are going to fix it but then they told me that they are not able to day anything.",1,negative,pure_english,Talabat,2026-03-12 00:45:47,google_play
شركة حرامية ونصابين و بينصبوا علي الناس و نصبوا عليا و جابولي حاجات بايظة و مرديوش يرجعولي فلوسي وبيقولوا السيستم عندهم مش نافع و معندهمش حل,1,negative,pure_arabic,Talabat,2026-03-12 00:00:51,google_play
"payments are not secured in the app, had two fraud trx on the app amount was deducted from my cards even after it deleted my card details, and there's no helpline that it can reach out to, there is only an option to raise a claim on the and they should revert back with 24h yet no reply, so disappointed",1,negative,pure_english,Talabat,2026-03-11 23:48:27,google_play
سعر توصيل اغلي من الطلب ذات نفسه,1,negative,pure_arabic,Talabat,2026-03-11 22:58:15,google_play
"great application, you can find almost everything. very convenient",5,positive,pure_english,Talabat,2026-03-11 20:59:52,google_play
it is amazing and it comes so fast,5,positive,pure_english,Talabat,2026-03-11 20:39:18,google_play
payment issue,1,negative,pure_english,Talabat,2026-03-11 19:59:27,google_play
Many restaurants with different types of selection can be delivered in time.,5,positive,pure_english,Talabat,2026-03-11 17:13:05,google_play
"worst service,after receiving frozen food ,they give me 1.77 aed as compensation through voucher, please take back the voucher",1,negative,pure_english,Talabat,2026-03-11 15:57:32,google_play
i love it use talabat 👍👍👍👌👌👌🥰🥰🥰,5,positive,pure_english,Talabat,2026-03-11 15:04:30,google_play
تجربة فاشلة سحبو مصاريي ومارجعوهم,1,negative,pure_arabic,Talabat,2026-03-11 13:39:35,google_play
"The only thing I'd argue against is that some stuff are slightly overpriced compared to markets and local stores. I would have hoped they have an exact match in pricing tags, seeing as they do get service and delivery fees. But for overall convenience and quality of service it's definitely worth it. Do consider carefully which is more valuable, your effort, time, and energy or your money?",5,positive,pure_english,Talabat,2026-03-11 13:34:09,google_play
wrost customer service 2 days already my issue has been not resolved,1,negative,pure_english,Talabat,2026-03-11 13:33:37,google_play
Quick n good,5,positive,pure_english,Talabat,2026-03-11 12:36:42,google_play
really loved and nice and quick service,5,positive,pure_english,Talabat,2026-03-11 04:23:19,google_play
the best app ever,5,positive,pure_english,Talabat,2026-03-11 03:14:02,google_play
مقاطعه,1,negative,pure_arabic,Talabat,2026-03-11 02:48:37,google_play
love it,5,positive,pure_english,Talabat,2026-03-11 02:03:47,google_play
Very nice,5,positive,pure_english,Talabat,2026-03-11 01:29:36,google_play
perfect 👌🏻,5,positive,pure_english,Talabat,2026-03-11 01:07:46,google_play
2 hours to wait for delivery isn't the best delivery experience,1,negative,pure_english,Talabat,2026-03-11 00:03:50,google_play
exceptional,5,positive,pure_english,Talabat,2026-03-10 20:53:54,google_play
"easy to order, and good service",4,positive,pure_english,Talabat,2026-03-10 20:51:59,google_play
ابلكيشن زفت لا يوجد رقم للتواصل مع خدمه العملاء وكل اللى فالحين فيه يبعتوا حاجات ناقصه ويحطوا الفلوس محفظه الكترونيه كمان مش تسهيل دفع لا عقاب 😡 والغلط منهم,1,negative,pure_arabic,Talabat,2026-03-10 20:46:33,google_play
بجد فريق الدعم محترمين اوى بيحلوا اى مشكلة بسرعة بجد شكرا ليهم جدا,5,positive,pure_arabic,Talabat,2026-03-10 20:43:26,google_play
item is gud...quick delivery ..I'm satisfied the services...thanks talabat,5,positive,pure_english,Talabat,2026-03-10 20:14:45,google_play
"never deliver on time, always late",1,negative,pure_english,Talabat,2026-03-10 19:09:14,google_play
"Worst delivery app ever. They have the worst customer support. I had an incident in Jan where they canceled my order and didn't refund my money to my card. I have opened more than 5 tickets regarding the issue, but they keep closing the tickets without any real help. The agents are not helpful at all, they keep repeating the same script but none of them actually try to solve the issue. Will be cancelling my subscription and me and my whole family will stop using this app.",1,negative,pure_english,Talabat,2026-03-10 18:53:02,google_play
"they're deducting the money then order will be cancelled and then you will refund the money after one week , if you will complain they will ask you to submit another order and pay again better to use Keeta in Qatar",1,negative,pure_english,Talabat,2026-03-10 18:00:07,google_play
arrives in no time,5,positive,pure_english,Talabat,2026-03-10 17:32:07,google_play
superb offers,5,positive,pure_english,Talabat,2026-03-10 17:09:38,google_play
خصمتو من بطاقتي البنكية مبلغ ولحد الآن ما تم ارجاعو من شهرين كاملين وانتو تحكولي رح تنحل المشكلة بأقرب وقت خلال ٥-٧ ايام عمل بس الظاهر كل يوم عمل عندكم عم سنة كاملة استهتار بحقوق العملاء ومافي اي متابعة ولا اهتمام همكم الوحيد انو تاخدو المصاري وبعد هيك الزبون اخر همكم تواصلت معكم اكتر من ١٠٠ مرة ونفس الحكي بيتكرر دون أي فائدة فاشلين بكل معنى الكلمة وبستحقو اقل من ربع نجمة سبق وراسلتكم ع نفس الايميل اللي كاتبينو حاليا ونفس النتيجة بلا فائدة واذا بتحبو بنشرلكم الردود اللي اجت منكم,1,negative,pure_arabic,Talabat,2026-03-10 16:53:16,google_play
excellent app ❤️‍🔥,5,positive,pure_english,Talabat,2026-03-10 16:49:03,google_play
terrible cant verify account through sms for some reason and now its saying I can't send anymore verification codes at all,1,negative,pure_english,Talabat,2026-03-10 14:21:07,google_play
"On 26 February I ordered 0% fat beef but what I got was something disgusting I already send a picture for the worst quality ever when I complained they send someone to take it and I was waiting for a refund for 675 LE till now I didn't get my money back no one even call me to apologize worst experience ￼ Hey, Thanks for getting in touch. Reach out to the Help Center to chat with one of our customer support agents. They'll help resolve your query straight",1,negative,pure_english,Talabat,2026-03-10 14:10:26,google_play
اسعار اعلي من المطاعم بكتير جدا,2,negative,pure_arabic,Talabat,2026-03-10 13:25:32,google_play
"easy and fast, item you want always have available",5,positive,pure_english,Talabat,2026-03-10 10:05:07,google_play
Good service,5,positive,pure_english,Talabat,2026-03-10 07:00:05,google_play
very good services,5,positive,pure_english,Talabat,2026-03-10 02:26:18,google_play
"trust me this app is the best app to order food & groceries. the customer support is number 1. Even when you receive the wrong item / missing item, they will help until it's resolved. 10000% better than Careem, always have trouble. their driver is running away & their customer service also 😂.. UPDATE THIS CUSTOMER SERVICE IS ACTUALLY STUPID AND THE STORE VENDOR ALSO LMAOOOO",1,negative,pure_english,Talabat,2026-03-10 02:12:21,google_play
"the worst customer service ever, rude, useless and liars, they doesn't know anything about customer service.",1,negative,pure_english,Talabat,2026-03-10 01:33:45,google_play
"Egypt center, horrible customer service, the worst ever!",1,negative,pure_english,Talabat,2026-03-10 01:30:57,google_play
now they don't even inform you if the items are missing and after all that waiting you get your order incomplete,1,negative,pure_english,Talabat,2026-03-10 00:23:27,google_play
best price but not available free delivery as another delivery apps,2,negative,pure_english,Talabat,2026-03-09 23:58:53,google_play
"نصابين.. عند الدفع بالفيزا لا يتم توصيل الطلب ولا يفعلون شيئا.. وتتصل بك خدمة الزبائن لتقول ""نقدر انزعاجكم ولكن لا يوجد إجراء"".. ولا افهم كيف لا يوجد إجراء ولماذا يتساهلون في فقدان الطلبات لهذه الدرجة",1,negative,pure_arabic,Talabat,2026-03-09 23:37:11,google_play
اسوء تطبيق توصيل في مصر الاوردر اغلى من لو طلبته من المطعم ل ده غير ان لو اوردر كاش هياخد وقت طويل و لو عاوز تضيع وقتك استخدمه,1,negative,pure_arabic,Talabat,2026-03-09 21:20:14,google_play
Best of the best,5,positive,pure_english,Talabat,2026-03-09 19:08:20,google_play
totally disappointing customer service and NO VALUE OF TALABAT PRO,1,negative,pure_english,Talabat,2026-03-09 18:45:22,google_play
The best ever,5,positive,pure_english,Talabat,2026-03-09 18:08:23,google_play
اضافة لخربطة المواعيد اخطاء بالاوردارات وخدمة العملاء فقط بعتذروا من غير حل للمشكلة لانه دايما نأسف للمشكلة المرة القادمة ستكون افضل ونتفادى الاخطاء ،ارجو استبداله بتطبيق اخر وخدمة العملاء يكون الهم صلاحيات لحل المشكلات,1,negative,pure_arabic,Talabat,2026-03-09 17:59:14,google_play
fantastic,5,positive,pure_english,Talabat,2026-03-09 17:46:19,google_play
شويه الاسعار والتوصيل غاليين,4,positive,pure_arabic,Talabat,2026-03-09 15:57:24,google_play
Good item and price,5,positive,pure_english,Talabat,2026-03-09 15:17:18,google_play
giving excellent vouchers 😘😘😘😘,5,positive,pure_english,Talabat,2026-03-09 14:58:46,google_play
"Hedious app and unprofessional, and there are cybersecurity concerns.",1,negative,pure_english,Talabat,2026-03-09 14:45:57,google_play
جالي اوردر غلط والصراحه عملو كاش باك,4,positive,pure_arabic,Talabat,2026-03-09 14:42:44,google_play
very satisfied in your service,5,positive,pure_english,Talabat,2026-03-09 13:28:18,google_play
🔥,5,positive,other,Talabat,2026-03-09 12:59:39,google_play
"I keep entering my phone number, the app keeps telling me ""something went wrong"", vogue messege, could not tell what is wrong! no software development quality control!!! I got a help from a sorcerer but could not tell what went wrong 🤔 either",1,negative,pure_english,Talabat,2026-03-09 12:37:34,google_play
"once the vender makes a mistake in your order and gives you sth with less money, it is difficult to retrieve your money. This should be solved. Until now the issue is not resolved and I did not get my money.",1,negative,pure_english,Talabat,2026-03-09 10:36:29,google_play
I had contacted Talabat for the delivery of nuggets two three times during 4 hours. Each time they were convincing me that delivery is happening within the next 5 minutes.,1,negative,pure_english,Talabat,2026-03-09 09:40:00,google_play
I love talabat soooo much Love u guysss❤️❤️,5,positive,pure_english,Talabat,2026-03-09 04:44:37,google_play
بقا اسواء برنامج ف مصر حاجة بقت قرف ولا فيه ذوق ولا تنسيق ولانظام ولا اي نوع من انواع المتابعه للأوردرات حاجة في منتهى الإهمال والقرف الصراحه زودوا كمان اننا مبنعرفش نوصل لحد أوردر غلط وحاجة بقت تقرف,1,negative,pure_arabic,Talabat,2026-03-09 04:36:51,google_play
if there is zero I would give worse app ever,1,negative,pure_english,Talabat,2026-03-09 04:12:53,google_play
The worst experience ever,1,negative,pure_english,Talabat,2026-03-09 03:46:10,google_play
تجربة سيئة جدًا. 2 من آخر 3 طلبات وصلت بأصناف خاطئة. وفي الطلب الأخير تم تغيير طريقة الدفع إلى كاش تلقائيًا رغم وجود بطاقات دفع محفوظة، ولم يسمح التطبيق بإلغاء الطلب. كعميل مشترك في Talabat Pro، هذا المستوى من الخدمة غير مقبول. وقررت وقف التعامل والغاء حسابى على التطبيق,1,negative,code_switched,Talabat,2026-03-09 03:43:39,google_play
